;0;0;0;0;0
430;56.14;56.71;57.31;56.47;56.23
431;56.05;56.6;57.18;56.33;56.19
432;55.94;56.5;57.04;56.21;56.15
433;55.92;56.48;57.02;56.18;56.02
434;55.81;56.39;56.87;56.05;55.87
435;55.77;56.34;56.82;56.0;55.83
436;55.65;56.21;56.69;55.86;55.79
437;55.53;56.05;56.52;55.74;55.66
438;55.39;55.9;56.38;55.61;55.63
439;55.25;55.76;56.24;55.48;55.62
440;55.18;55.72;56.21;55.35;55.57
441;55.11;55.65;56.15;55.28;55.56
442;54.79;55.52;55.84;55.1;55.51
443;54.62;55.41;55.77;54.96;55.45
444;54.47;55.29;55.52;54.66;55.2
445;54.43;55.2;55.46;54.58;55.16
446;54.39;55.15;55.42;54.53;55.11
447;54.33;55.09;55.39;54.53;55.08
448;54.29;55.05;55.34;54.49;55.02
449;54.22;55.01;55.3;54.43;54.94
450;54.14;54.95;55.23;54.36;54.92
451;54.08;54.9;55.18;54.29;54.87
452;53.9;54.79;55.06;54.18;54.84
453;53.8;54.62;54.95;54.04;54.72
454;53.77;54.57;54.91;54.01;54.68
455;53.77;54.57;54.9;54.01;54.55
456;53.66;54.38;54.73;53.88;54.48
457;53.64;54.35;54.71;53.86;54.38
458;53.61;54.28;54.63;53.76;54.24
459;53.58;54.27;54.61;53.74;54.2
460;53.54;54.26;54.57;53.74;54.19
461;53.42;54.14;54.45;53.61;54.18
462;53.36;54.04;54.34;53.52;54.17
463;53.33;54.02;54.3;53.49;54.15
464;53.28;53.98;54.23;53.44;54.1
465;53.24;53.95;54.19;53.4;53.93
466;53.21;53.88;54.09;53.37;53.66
467;53.09;53.72;53.92;53.26;53.64
468;53.06;53.68;53.89;53.21;53.6
469;53.02;53.64;53.85;53.17;53.59
470;52.95;53.58;53.79;53.04;53.49
471;52.92;53.56;53.76;53.01;53.4
472;52.92;53.55;53.76;53.01;53.33
473;52.86;53.51;53.71;52.97;53.27
474;52.86;53.5;53.7;52.96;53.21
475;52.76;53.4;53.65;52.88;53.05
476;52.7;53.35;53.58;52.83;52.92
477;52.44;53.08;53.3;52.69;52.81
478;52.37;53.05;53.26;52.65;52.65
479;52.29;53.02;53.19;52.6;52.61
480;52.26;53.0;53.16;52.58;52.54
481;52.21;52.94;53.1;52.51;52.47
482;52.05;52.88;53.04;52.34;52.34
483;52.03;52.86;53.02;52.32;52.04
484;52.0;52.81;53.0;52.3;51.95
485;51.97;52.77;52.97;52.26;51.9
486;51.85;52.65;52.84;52.17;51.86
487;51.82;52.62;52.81;52.14;51.81
488;51.7;52.59;52.72;52.07;51.73
489;51.55;52.49;52.61;52.05;51.62
490;51.47;52.41;52.51;51.96;51.46
491;51.37;52.29;52.39;51.82;51.41
492;51.3;52.21;52.36;51.75;51.36
493;51.27;52.18;52.33;51.73;51.2
494;51.26;52.18;52.32;51.72;51.02
495;51.25;52.17;52.31;51.71;50.85
496;51.24;52.15;52.3;51.7;50.69
497;51.19;52.1;52.25;51.65;50.52
498;51.05;51.92;52.1;51.49;50.43
499;50.77;51.91;51.93;51.12;50.34
